SchulNr;RegSchl;KoRe;KoHo;ABez1;ABez2;ABez3;PLZ;Ort;Strasse;TelVorw;Telefon;FaxVorw;Fax;ModemVorw;Modem;SF;OeffPri;KurzBez;SchBetrSchl;SchBetrSchlDatum;ArtDerTraegerschaft;SchultraegerNr;Schulgliederung;Schulart;Ganztagsbetrieb;FSP;Verbund;Bus;Fachberater;FachberHauptamtl;TelNrDBSalt;RP;Email;URL;CD;Stift;OGTS;SELB;Internat;InternatPlaetze;SMail;SportImAbi;Tal;KonKop;gueltigVon;gueltigBis
100020;111000;345372;5682741;Städt. Kath. Grundschule;Kartause-Hain-Schule;- Primarstufe -;40468;Düsseldorf;Unterrather Str. 76;0211;4791163;0211;4299019;;;02;1;Düsseldorf, KG Kartause-Hain-Schule;1;19730801;03;10042;;RKB;0;;0;0;;;; ;100020@schule.nrw.de;http://www.kartause-hain-schule.de;1;0;1;0;0;0;;0;0;0;;
100021;166028;324806;5688064;Rupert-Neudeck-Gesamtschule der Stadt;Tönisvorst  -Sekundarstufen I und II-;;47918;Tönisvorst;Corneliusstr. 25;02151;792650;02151;792656;;;15;1;Tönisvorst, GE Rupert-Neudeck;1;20170801;06;12026;;;1;;0;0;;;; ;100021@schule.nrw.de;https://rng-tv.de/;1;0;0;0;0;0;;0;0;0;;
100022;958028;479109;5671472;Sekundarschule Medebach-Winterberg;- Sekundarstufe I -;;59964;Medebach;Schützenstr. 12;02982;922930;02982;922931;;;14;1;Medebach, SK Medebach-Winterberg;1;20170801;08;81644;TV2;;1;;0;0;;;; ;100022@schule.nrw.de;http://www.sek-medebach-winterberg.de;1;0;0;0;0;0;;0;0;1;;
100023;566040;422674;5781895;Gesamtschule Lengerich/Tecklenburg;- Sekundarstufe I und II -;;49525;Lengerich;Bahnhofstr. 114;05481;338510;05481;338519;;;15;1;Lengerich, GE Lengerich/Tecklenburg;1;20170801;08;83197;;;1;;0;0;;;; ;100023@schule.nrw.de;https://www.gesamtschule-lt.de/;1;0;0;0;0;0;;0;0;0;;
100024;554020;366057;5783554;Euregioschule Gesamtschule der Stadt;Gronau, Sekundarstufe I und II;;48599;Gronau (Westf.);Gildehauser Damm 49;02565;4019761;02565;4019762;;;15;1;Gronau, GE Euregioschule;1;20170801;06;13687;;;1;;0;0;;;; ;100024@schule.nrw.de;http://eu.schule.gronau.de;1;0;0;0;0;0;;0;0;0;;
100025;570040;419653;5743933;Montessori Gesamtschule Sendenhorst;Staatl. gen. Ersatzschule der;Sekundarstufen I und II;48324;Sendenhorst;Teigelkamp 5;02526;937407;02526;950041;;;15;2;Sendenhorst, GE Teigelkamp;1;20170801;35;82661;;;1;;0;0;;;;M;100025@schule.nrw.de;http://www.montessorischule-sendenhorst.de;1;0;0;0;0;0;;0;0;0;;
100026;762004;501047;5731508;Schule unter der Iburg;Städt. Gemeinschaftsgrundschule;Bad Driburg, -Primarstufe-;33014;Bad Driburg;Jahnstr. 12;05253;3894;05253;4391;;;02;1;Bad Driburg, GG Schule unter der Iburg;1;20180801;06;15751;;GMS;0;;0;0;;;; ;100026@schule.nrw.de;http://www.schule-unter-der-iburg.de;1;0;1;0;0;0;;0;0;0;;
100027;515000;405000;5761152;Kompass-Schule;Schulischer Lernort;der Stadt Münster;48159;Münster;Bröderichweg 36;0251;795437;0251;77163;null;null;81;1;Münster, FÖ SL Kompass-Schule;6;20160801;03;10248;;;0;EZ;0;0;null;null;null; ;100027@schule.nrw.de;;1;0;1;0;0;0;null;0;0;0;;
100028;113000;364298;5705529;Realschule im Bezirk Zollverein;Städt. Realschule f. Jungen u. Mädchen;- Sekundarstufe I -;45309;Essen;Gelsenkirchener Str. 138 a;0201;8561430;;;;;10;1;Essen, RS im Bezirk Zollverein;1;20180801;03;10066;;;0;;0;0;;;; ;100028@schule.nrw.de;https://rsg-essen.essen.de/;1;0;0;0;0;0;;0;0;0;;
100029;119000;348225;5712051;Schule an der Oranienstraße;Gem. Grundschule der Stadt Oberhausen;- Primarstufe -;46147;Oberhausen;Oranienstr. 57;0208;30977970;0208;30977971;;;02;1;Oberhausen,GG Schule a. d. Oranienstraße;1;20180201;03;10121;;GMS;0;;0;0;;;; ;100029@schule.nrw.de;http://www.schule-an-der-oranienstrasse.de;1;0;1;0;0;0;;0;0;1;;
100030;566076;396178;5792951;Freie Waldorfschule Rheine;;;48429;Rheine;Meisenstr. 30;05971;9808310;;;;;17;2;Rheine, FW Meisenstr.;1;20170801;60;83239;;AS;0;;1;0;;;; ;100030@schule.nrw.de;http://www.waldorfschule-rheine.de;1;0;1;0;0;0;;0;0;0;;
100032;362012;351464;5633767;GGS Regenbogenschule;der Stadt Brühl;;50321;Brühl;Kaiserstr. 158;02232;503030;02232;5030315;;;02;1;Brühl, GG (Verb.) Regenbogenschule;1;20190801;06;12816;;GMS;0;;2;0;;;; ;100032@schule.nrw.de;https://www.ggs-regenbogen.schule/;1;0;1;0;0;0;;0;0;0;;
100033;366036;321565;5600732;Bischöfliche Clara-Fey-Schule,Realschule;als priv. Ersatzschule i. Aufbau des;Bistums Aachen;53937;Schleiden;Malmedyer Str. 2;02445;7012;02445;8507917;;;10;2;Schleiden, RS Clara-Fey-Schule;1;20170801;51;71237;;;0;;0;0;;;; ;100033@schule.nrw.de;https://cfs-schleiden.de/;1;0;0;0;0;0;;0;0;0;;
100034;758004;472114;5782286;Das Forscherhaus Gesamtschule;Sek.Iu.II,Staatl.gen.Ersatzschule der;Forscherhaus gemn. Bildungsges. mbH;32257;Bünde;Heidestr. 41;05223;4870024;05223;4870025;;;15;2;Bünde, GE Das Forscherhaus;1;20170801;35;81851;;;1;;0;0;;;; ;100034@schule.nrw.de;http://www.forscherhaus-gesamtschule.de;1;0;0;0;0;0;;0;0;0;;
100035;766020;491583;5755482;August-Hermann-Francke-Berufskolleg;als Ersatzschule in freier Trägerschaft;des Christl.Schulver. Lippe e.V., Sek.II;32756;Detmold;Georgstr. 24;05231;921680;05231;921628;;;30;2;Detmold, BK August-Hermann-Francke;1;20170801;44;73428;;;0;;0;0;;;; ;100035@schule.nrw.de;https://berufskolleg.ahfs-detmold.de;1;0;0;0;0;0;;0;0;0;;
100036;315000;354462;5646933;Gesamtschule Helios;;;50823;Köln;Overbeckstr. 71-73;0221;500558512;0221;500558519;;;15;1;Köln, GE Gesamtschule Helios;1;20180801;03;10182;;;1;;0;0;;;; ;100036@schule.nrw.de;https://heliosschule.de/;1;0;0;0;0;0;;0;0;0;;
100037;911000;374187;5702030;Matthias-Claudius-Schule Bochum;Priv. evang. Berufskolleg der Sek.II;d.Trägerver.Matthias-Claudius-Schule e.V;44795;Bochum;Weitmarer Str. 115b;0234;943650;0234;943657;;;30;2;Bochum, BK Matthias-Claudius-Schule;1;20170801;44;73337;;;0;;0;0;;;; ;100037@schule.nrw.de;https://gesamtschule.mcs-bochum.de/;1;0;0;0;0;0;;0;0;0;;
100038;962032;406051;5674305;Grundschule Wefelshohl;Gem. Grundschule d. Stadt Lüdenscheid;;58511;Lüdenscheid;Gustavstr. 35;02351;9475190;;;;;02;1;Lüdenscheid, GG Wefelshohl;1;20180801;06;16366;;GMS;0;;0;0;;;; ;100038@schule.nrw.de;;1;0;1;0;0;0;;0;0;0;;
100039;382052;388240;5632987;Grundschule St. Albert als private;Ersatzschule der Primarstufe;;53809;Ruppichteroth;Zum Brölbach 2;02295;9089890;02295;9089899;;;02;2;Ruppichteroth, WG St. Albert;1;20170801;35;83288;;WAS;0;;0;0;;;; ;100039@schule.nrw.de;https://fsspx.de/de/schule-broeleck;1;0;0;0;0;0;;0;0;0;;
100040;315000;348232;5647911;Gymnasium Neue Sandkaul;;;50859;Köln;Neue Sandkaul 29;0221;22135320;;;;;20;1;Köln, Gym Neue Sandkaul;1;20180801;03;10182;;;0;;0;0;;;; ;100040@schule.nrw.de;https://gymnasium-neue-sandkaul.de/;1;0;0;0;0;0;;0;0;0;;
100041;315000;350861;5646364;Gesamtschule Wasseramselweg;der Stadt Köln;- Sekundarstufen I und II -;50829;Köln;Am Wassermann 40;0221;22135380;0221;22135378;;;15;1;Köln, GE Wasseramselweg;1;20180801;03;10182;;;1;;0;0;;;; ;100041@schule.nrw.de;http://www.gesamtschule-wasseramselweg.de;1;0;0;0;0;0;;0;0;0;;
100042;154012;314783;5711810;Gesamtschule der Stadt Geldern;- Sekundarstufe I und II -;;47608;Geldern;Königsberger Str. 60;02831;97796311;02831;97796363;;;15;1;Geldern, GE Königsberger Straße;1;20180801;06;11599;;;1;;0;0;;;; ;100042@schule.nrw.de;https://gesamtschule-geldern.de/;1;0;0;0;0;0;;0;0;0;;
100044;754008;458182;5753130;3. Gesamtschule;Städt. Gesamtschule;- Sekundarstufen I und II -;33330;Gütersloh;Ahornallee 46;05241;50528210;05241;50528231;;;15;1;Gütersloh, GE 3. Gesamtschule;1;20180801;06;16238;;;1;;0;0;;;; ;100044@schule.nrw.de;https://www.dritte-gesamtschule-gt.de/;1;0;0;0;0;0;;0;0;0;;
100045;711000;471933;5766381;Realschule am Schlehenweg;Städt. Realschule Bielefeld;- Sekundarstufe I -;33609;Bielefeld;Schlehenweg 24;0521;518480;0521;557996315;;;10;1;Bielefeld, RS am Schlehenweg;1;20180801;03;10261;;;1;;0;0;;;; ;100045@schule.nrw.de;http://www.realschule-am-schlehenweg.de;1;0;0;0;0;0;;0;0;0;;
100046;711000;469433;5762477;Sekundarschule Königsbrügge;Städt. Sekundarschule Bielefeld;- Sekundarstufe I -;33604;Bielefeld;Fritz-Reuter-Str. 30;0521;515970;0521;515974;;;14;1;Bielefeld, SK Königsbrügge;1;20180801;03;10261;TM1;;1;;0;0;;;; ;100046@schule.nrw.de;http://sk-koenigsbruegge.de/;1;0;0;0;0;0;;0;0;0;;
100047;711000;466781;5765801;Sekundarschule Gellershagen;Städt. Sekundarschule Gellershagen;- Sekundarstufe I -;33613;Bielefeld;Am Brodhagen 50;0521;515723;0521;515720;;;14;1;Bielefeld, SK Gellershagen;1;20180801;03;10261;TM1;;1;;0;0;;;; ;100047@schule.nrw.de;http://www.sekundarschulegellershagen.de;1;0;0;0;0;0;;0;0;0;;
100048;911000;375545;5706346;Gesamtschule Bochum-Mitte;;;44809;Bochum;Feldsieper Str. 94;0234;9505313;0234;9505314;;;15;1;Bochum, GE Bochum-Mitte;1;20180801;03;10273;;;1;;0;0;;;; ;100048@schule.nrw.de;https://www.gebomi.de/;1;0;0;0;0;0;;0;0;0;;
100049;334002;292367;5632181;dreieins-Grundschule als priv.Ersatzsch.;der Primarstufe der dreieins;Innovative Pädagogik gGmbH;52072;Aachen;Hander Weg 95;0241;99031900;0241;99031902;;;02;2;Aachen, GG dreieins-Grundschule .Priv.Er;1;20171208;35;83306;;GMS;0;;0;0;;;; ;100049@schule.nrw.de;https://www.dreieins.org/aachen;1;0;1;0;0;0;;0;0;0;;
100051;915000;413185;5723914;Arnold-Freymuth-Gesamtschule;der Stadt Hamm;;59077;Hamm;An der Falkschule 9;02381;8769710;02381;3046513;;;15;1;Hamm, GE Arnold-Freymuth-Gesamtschule;1;20180801;03;10315;;;1;;0;0;;;; ;100051@schule.nrw.de;http://www.arnold-freymuth-schule.de;1;0;0;0;0;0;;0;0;1;;
100052;162024;338690;5672662;Comenius-Gesamtschule;Städt. Schule der Sekundarstufe I u. II;;41464;Neuss;Weberstr. 90a;02131;1330380;02131;13303817;;;15;1;Neuss, GE Comenius-Gesamtschule;1;20180801;06;10110;;;1;;0;0;;;; ;100052@schule.nrw.de;http://www.comeniusgesamtschule.de;1;0;0;0;0;0;;0;0;0;;
100053;562012;358763;5726965;Neue Sekundarschule Dorsten;-Sekundarstufe I-;;46284;Dorsten;Juliusstr. 1;02362;28435100;02362;28435199;;;14;1;Dorsten, SK Juliusstraße;1;20180801;06;14540;TM1;;1;;0;0;;;; ;100053@schule.nrw.de;http://www.neueschuledorsten.de;1;0;0;0;0;0;;0;1;1;;
100054;124000;375467;5682290;Offene Gemeinschaftsgrundschule;Matthäusstraße;- Primarstufe - Stadt Wuppertal;42277;Wuppertal;Rathenaustr. 22;0202;5632080;;;;;02;1;Wuppertal, GG Matthäusstraße;1;20190801;03;10169;;GMS;0;;0;0;;;; ;100054@schule.nrw.de;https://gs-matthaeusstrasse.de/;1;0;1;0;0;0;;0;0;0;;
100056;913000;387099;5705369;CJD Berufskolleg,staatl.gen.Ersatzschule;d.-Sek II, d. Trägers d. Christliches;Jugenddorfwerk Deutschlands gemein. e.V.;44149;Dortmund;Kleybredde 29;0231;656020;0231;65602038;;;30;2;Dortmund, BK CJD Berufskolleg;9;20220731;44;72369;;;0;;0;0;;;; ;100056@schule.nrw.de;http://dortmund-bk.cjd-chancen.de/;1;0;0;0;0;0;;0;0;0;;
100057;754008;455013;5749801;Klinikschule Gütersloh;d. Landschaftsverbandes Westfalen-Lippe;;33334;Gütersloh;Im Füchtei 148;05241;5246709;;;null;null;83;1;Gütersloh, KR Klinikschule im Füchtei;1;20180801;09;10030;;;0;KR;0;0;null;null;null; ;100057@schule.nrw.de;;1;0;0;0;0;0;null;0;0;0;;
100058;515000;405673;5759287;Weiterbildungskolleg Münster;Abendrealschule und Abendgymnasium;;48147;Münster;Uppenkampstiege 21;0251;2892790;0251;28927929;;;25;1;Münster, WBK RS, Gym Uppenkampstiege;1;20180801;03;10248;;GR;0;;1;0;;;; ;100058@schule.nrw.de;https://wbk.ms;1;0;0;0;0;0;;0;0;0;;
100059;116000;322045;5675569;FASAN Freie Aktive Schule a. Niederrhein;Staatl.gen.priv.Ersatzsch. f.d. Primar.;d.FASAN Fr. Aktive Schule a. Niederrhein;41063;Mönchengladbach;Alsstr. 70-72;02161;9043164;;;;;02;2;Mönchengladbach, GG FASAN Freie Aktive;1;20180817;36;83392;;GMS;0;;0;0;;;; ;100059@schule.nrw.de;https://www.fasan.schule;1;0;0;0;0;0;;0;0;0;;
100060;116000;321120;5672743;Textilakademie NRW Berufskolleg Sek. II;Staatl. gen. priv. Ersatzschule der;Textilakademie NRW Berufskolleg gGmbH;41065;Mönchengladbach;Rheydter Str. 329;02161;24750;02161;2475222;;;30;2;Mönchengladbach, BK Textilakademie NRW;1;20180830;35;83409;;;0;;0;0;;;; ;100060@schule.nrw.de;https://www.textilakademie.de;1;0;0;0;0;0;;0;0;0;;
100061;111000;346650;5671005;Städtische Gemeinschaftsgrundschule;Steinkaul 27;-Primarstufe-;40589;Düsseldorf;Steinkaul 27;0211;8925660;0211;8925665;;;02;1;Düsseldorf, GG Steinkaul;1;20190801;03;10042;;GMS;0;;0;0;;;; ;100061@schule.nrw.de;https://www.ggs-steinkaul.de/;1;0;1;0;0;0;;0;0;0;;
100062;774032;483781;5729711;Klinikschule Paderborn;des Landschaftsverbandes Westfalen-Lippe;;33098;Paderborn;Am Ostfriedhof 10;05251;682213600;05251;682213601;null;null;83;1;Paderborn, KR Klinikschule LWL;1;20190201;09;10030;;;0;KR;0;0;null;null;null; ;100062@schule.nrw.de;;1;0;0;0;0;0;null;0;0;0;;
100063;170048;334868;5725921;Ida-Noddack-Gesamtschule;- Sekundarstufe I und II -;;46483;Wesel;Martinistr. 12;0281;16497940;0281;16497950;;;15;1;Wesel, GE Ida Noddack;1;20190801;06;12312;;;1;;0;0;;;; ;100063@schule.nrw.de;https://www.ida-noddack-gesamtschule.de/;1;0;0;0;0;0;;0;0;0;;
100064;314000;363006;5624414;Gemeinschaftsgrundschule Am Apfelgarten;der Bundesstadt Bonn;;53117;Bonn;Peter-Klein-Str. 4;0228;7789112;;;;;02;1;Bonn, GG Am Apfelgarten;1;20190801;03;10170;;GMS;0;;0;0;;;; ;100064@schule.nrw.de;http://ggspeterkleinstrasse.de;1;0;1;0;0;0;;0;0;0;;
100065;515000;412601;5753556;Städtische Grundschule;Wolbeck - Nord;;48167;Münster;Grenkuhlenweg 21;02506;303830;02506;3038329;;;02;1;Münster, GG Wolbeck - Nord;1;20190801;03;10248;;GMS;0;;0;0;;;; ;100065@schule.nrw.de;http://www.grundschule-wolbeck-nord.de/;1;0;1;0;0;0;;0;0;1;;
100066;113000;362542;5707545;Glückauf-Schule;Städt. Gem. Hauptschule;- Sekundarstufe I -;45329;Essen;Bischoffstr. 120;0201;300356;0201;8305450;;;04;1;Essen, GH Glückauf-Schule;1;20190801;03;10066;;GMS;0;;0;0;;;; ;100066@schule.nrw.de;http://www.hs-katernberg.de;1;0;0;0;0;0;;0;0;1;;
100067;111000;343203;5678621;Städtische Katholische Grundschule;Niederkassel;- Primarstufe -;40547;Düsseldorf;Niederkasseler Str. 36;0211;8924500;0211;8924624;;;02;1;Düsseldorf, KG Niederkassel;1;19730801;03;10042;;RKB;0;;0;0;;;; ;100067@schule.nrw.de;http://www.grundschuleniederkassel.de;1;0;1;0;0;0;;0;0;0;;
100068;315000;353288;5641605;Gesamtschule Berrenrather Straße;der Stadt Köln;- Sekundarstufen I und II -;50937;Köln;Berrenrather Str. 488;0221;28550626;0221;4302383;;;15;1;Köln, GE Berrenrather Straße;1;20190801;03;10182;;;1;;0;0;;;; ;100068@schule.nrw.de;https://www.ge-lindenthal.de;1;0;0;0;0;0;;0;0;0;;
100069;158026;352037;5661394;Gesamtschule am Berliner Ring;- Sekundarstufe I und II -;;40789;Monheim am Rhein;Berliner Ring 5;02173;9514850;02173;951254850;;;15;1;Monheim am Rhein, GE Berliner Ring;1;20190801;06;12439;;;1;;0;0;;;; ;100069@schule.nrw.de;https://ge-berliner-ring.monheim.de;1;0;0;0;0;0;;0;0;0;;
100070;158032;365829;5685963;Gesamtschule Velbert-Neviges;Städt. Gesamtschule;- Sekundarstufe I und II -;42553;Velbert;An der Maikammer 46-54;02053;49690;;;;;15;1;Velbert, GE Velbert-Neviges;1;20190801;06;11514;;;1;;0;0;;;; ;100070@schule.nrw.de;http://ge-neviges.de/;1;0;0;0;0;0;;0;0;0;;
100071;315000;364375;5648276;Gesamtschule Dellbrücker Mauspfad;- Sekundarstufe I und II -;;51069;Köln;Dellbrücker Mauspfad 198-200;0221;938500448;0221;938500495;;;15;1;Köln, GE Dellbrücker Mauspfad;1;20190801;03;10182;;;1;;0;0;;;; ;100071@schule.nrw.de;https://ge-dellbrueck.de/;1;0;0;0;0;0;;0;0;0;;
100073;774032;482993;5729811;Kath. Grundschule St. Michael, Staatl.;gen. Grundschule f. Jungen u. Mädchen;- Primarstufe- d. Bistums Paderborn;33098;Paderborn;Am Abdinghof 6;05251;6939126;;;;;02;2;Paderborn, KG St. Michael;1;20190801;51;72783;;RKB;1;;0;0;;;; ;100073@schule.nrw.de;https://grundschule-sankt-michael.de/;1;0;0;0;0;0;;0;0;0;;
100074;962004;406645;5679488;Hundertwasser-Schule;Förderschule des Märkischen Kreises;Fsp. Lernen u. Sprache - Primar-u. Sek.I;58762;Altena;Nüggelnstück 3;02351;9664450;02351;9664495;null;null;08;1;Altena, FÖ SQ, LE Hundertwasser-Schule;1;20190801;04;10777;;;1;SB;1;0;null;null;null; ;100074@schule.nrw.de;http://www.hundertwasser-schule-altena.de;1;0;1;0;0;0;null;0;0;0;;
100075;570004;423462;5734236;Schulischer Lernort Regenbogenschulhaus;des Kreises Warendorf;;59229;Ahlen;Im Pattenmeicheln 14;02382;96899411;;;null;null;81;1;Ahlen, FÖ SL Regenbogenschulhaus;6;20190801;04;10649;;;0;EZ;0;0;null;null;null; ;100075@schule.nrw.de;;1;0;0;0;0;0;null;0;0;0;;
100076;762004;499949;5724780;Grundschule St. Walburga Neuenheerse;Kath.Bekenntnisgrundschule,priv.Ersatz.;f.d. Primar.,d.Trägervereins St.Walburga;33014;Bad Driburg;Taildor 8;05259;542;05259;932210;;;02;2;Bad Driburg, GG St. Walburga Neuenheerse;1;20190801;42;10002;;RKB;2;;0;0;;;; ;100076@schule.nrw.de;http://www.st-walburga-grundschule.de;1;0;0;0;0;0;;0;0;0;;
100077;170008;345480;5714975;Gesamtschule Hiesfeld;der Stadt Dinslaken;Sekundarstufen I und II;46539;Dinslaken;Kirchstr. 65;02064;828410;;;;;15;1;Dinslaken, GE Hiesfeld;1;20200801;06;11381;;;1;;0;0;;;; ;100077@schule.nrw.de;https://www.gesamtschule-hiesfeld.de/;1;0;0;0;0;0;;0;0;0;;
100078;315000;360559;5646621;LOGOS-Grundschule;Russisch-Orthodoxe Bekenntnisgrundschule;;51065;Köln;Arnsberger Str. 11;0221;16908487;;;;;02;2;Köln, GG LOGOS;1;20190801;32;10004;;ROB;0;;0;0;;;; ;100078@schule.nrw.de;http://www.logos-grundschule.de;1;0;1;0;0;0;;0;0;0;;
100079;111000;346730;5678352;Paulus Schule;Städt. Kath. Grundschule;- Primarstufe -;40237;Düsseldorf;Paulusplatz 1;0211;667608;0211;6799796;;;02;1;Düsseldorf, KG Paulus Schule;1;19730801;03;10042;;RKB;0;;0;0;;;; ;100079@schule.nrw.de;https://paulusschule-duesseldorf.de/;1;0;1;0;0;0;;0;0;0;;
100081;170020;329564;5708322;Schule am Niederrhein;Förderschule d. Kr.Wesel m.d.FSP LE u.ES;Prim. u. Sek.I im integr.Verbund;47475;Kamp-Lintfort;Friedrich-Heinrich-Allee 24;02842;50340;02842;50304;null;null;08;1;Kamp-Lintfort, FÖ LE,ES Sch.a.Niederrhei;1;20190801;04;10455;;;0;LB;1;0;null;null;null; ;100081@schule.nrw.de;https://schule-am-niederrhein.de/;1;0;1;0;0;0;null;0;0;0;;
100082;774004;496022;5734320;Private Realschule Altenbeken;staatl.gen.Ersatzschule d. Sek.I der;Bildungswerkstatt Altenbeken gGmbH;33184;Altenbeken;Gardeweg 7;05255;930978;;;;;10;2;Altenbeken, RS Altenbeken;1;20190801;35;10005;;;0;;0;0;;;; ;100082@schule.nrw.de;https://www.altenbeken-realschule.de;1;0;0;0;0;0;;0;0;0;;
100083;978004;404081;5718756;Felix-Manz-Schule;der Primarstufe - Grundschule;Bekenntnisschule in fr. Trägerschaft;59192;Bergkamen;Kleiweg 10;02307;2018630;;;;;02;2;Bergkamen, EG Felix-Manz-Schule;1;20190801;44;10006;;EVB;0;;0;0;;;; ;100083@schule.nrw.de;;1;0;0;0;0;0;;0;0;0;;
100084;974028;453646;5729260;Grundschule Zukunftsschule Lippstadt;Gem. Grundschule;;59556;Lippstadt;Im Eichholz 10;02941;92347016;;;;;02;2;Lippstadt, GG Zukunftsschule;1;20190801;35;10007;;GMS;0;;0;0;;;;M;100084@schule.nrw.de;http://zukunftsschule-lippstadt.de/;1;0;1;0;0;0;;0;0;0;;
100085;112000;340721;5697215;Green-Gesamtschule;Städtische Gesamtschule;- Sekundarstufen I und II -;47226;Duisburg;Körnerplatz 2;02065;9057811;02065;9057812;;;15;1;Duisburg, GE Green-Gesamtschule;1;20200801;03;10054;;;1;;0;0;;;; ;100085@schule.nrw.de;http://www.gesamtschule-koernerplatz.de;1;0;0;0;0;0;;0;0;0;;
100086;914000;394136;5691752;Private Ökumenische Montessori-;Gesamtschule f. d. Sek.I u. II.;der HagenSchule gAG;58097;Hagen;Am Höing 12;02331;3400070;02331;34000711;;;15;2;Hagen, GE Priv. Ökumenische Montessori;1;20190801;35;82478;;;2;;0;0;;;;M;100086@schule.nrw.de;http://www.hagenschule.de;1;0;0;0;0;0;;0;0;0;;
